t,x_ref,y_ref,yaw_ref,v_ref,w_left,w_right
2.5,8.3627976000000004,33.271663200000006,1.5696644653653955,5.3888639999999999,1.8500000000000001,1.8500000000000001
2.6000000000000001,8.363407200000001,33.8102448,1.5696682956884704,5.3949600000000002,1.8500000000000001,1.8500000000000001
2.7000000000000002,8.3640167999999999,34.350655199999999,1.5696708348672017,5.407152,1.8500000000000001,1.8500000000000001
2.8000000000000003,8.3646264000000006,34.892284799999999,1.5696695667083558,5.4102000000000006,1.8500000000000001,1.8500000000000001
2.9000000000000004,8.3652360000000012,35.433304800000002,1.5696695667083591,5.4102000000000006,1.8500000000000001,1.8500000000000001
3,8.3658456000000001,35.974324799999998,1.5696689315566468,5.4102000000000006,1.8500000000000001,1.8500000000000001
3.1000000000000001,8.3664552000000008,36.515039999999999,1.5696695667083558,5.4102000000000006,1.8500000000000001,1.8500000000000001
3.2000000000000002,8.3670648000000014,37.056060000000002,1.5702319927690256,5.4102000000000006,1.8500000000000001,1.8500000000000001
3.3000000000000003,8.3673696000000017,37.596165599999999,1.5696758790844985,5.4193440000000006,1.8500000000000001,1.8500000000000001
3.4000000000000004,8.3679792000000006,38.140233600000002,1.5696858330814789,5.4254400000000009,1.8500000000000001,1.8500000000000001
3.5,8.3685887999999995,38.689178400000003,1.5707963267948966,5.3553360000000003,1.8500000000000001,1.8500000000000001
3.6000000000000001,8.3685887999999995,39.229893599999997,1.5737993207708905,5.1663600000000001,1.8500000000000001,1.8500000000000001
3.7000000000000002,8.3670648000000014,39.737385600000003,1.5602565326379698,4.8920400000000006,1.8500000000000001,1.8500000000000001
3.8000000000000003,8.3719415999999995,40.200071999999999,1.5576664662809925,4.6786799999999999,1.8500000000000001,1.8500000000000001
3.9000000000000004,8.3777328000000004,40.641117600000001,1.5477437577109978,4.6786800000000008,1.8500000000000001,1.8500000000000001
4,8.3884008000000012,41.103803999999997,1.558184382914841,4.8920400000000006,1.8500000000000001,1.8500000000000001
4.1000000000000005,8.394801600000001,41.61129600000001,1.5561329672248831,5.1663600000000018,1.8500000000000001,1.8500000000000001
4.2000000000000002,8.4027264000000006,42.151706400000002,1.5552506608325545,5.3553360000000003,1.8500000000000001,1.8500000000000001
4.2999999999999998,8.4112608000000009,42.700651200000003,1.555662953029473,5.4223920000000003,1.8500000000000001,1.8500000000000001
4.4000000000000004,8.4194904000000008,43.244414399999997,1.5555604854913265,5.4223920000000003,1.8500000000000001,1.8500000000000001
4.5,8.4277200000000008,43.784520000000001,1.5561906239052652,5.4193440000000006,1.8500000000000001,1.8500000000000001
4.6000000000000005,8.4356448000000004,44.327064000000014,1.5556374655660066,5.4223920000000003,1.8500000000000001,1.8500000000000001
4.7000000000000002,8.4438744000000003,44.869912800000009,1.5556204261785176,5.4223920000000003,1.8500000000000001,1.8500000000000001
4.8000000000000007,8.4521040000000003,45.412152000000013,1.5561577328720044,5.4193440000000006,1.8500000000000001,1.8500000000000001
4.9000000000000004,8.4600287999999999,45.953476799999997,1.5567048131411296,5.4132480000000012,1.8500000000000001,1.8500000000000001
5,8.4676487999999992,46.494191999999998,1.5567048131411296,5.4102000000000006,1.8500000000000001,1.8500000000000001
