t,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref
2.8000000000000003,0.078605882187938278,-1.0377176465638149,1.4564999999999999,-0.0031471145080988446,0.089646236130909079,0.012455426458976005
2.9000000000000004,0.078700000000000006,-1.0301060602557619,1.4582969698721191,0.0004705890603086411,0.053588232819075168,0.016500000000000424
3,0.078700000000000006,-1.0269999999999999,1.4598,-0.0030151578643161686,0.032969669821544298,0.0080303085037203396
3.1000000000000001,0.078096968427136773,-1.0235121262914531,1.4599030315728632,-0.0030000000000000139,0.043411731295139824,-0.0054705770983798311
3.2000000000000002,0.078100000000000003,-1.0183176537409719,1.458705884580324,1.5157864316148171e-05,0.059001809577882092,-0.0080151578643161622
3.3000000000000003,0.078100000000000003,-1.0117117643758766,1.4582999999999999,0.004852850431246304,0.067499978963607654,0.0010000070121307649
3.4000000000000004,0.079070570086249264,-1.0048176579482504,1.4589058859827502,0.003999999999999981,0.067528477251104863,0.0095000000000000761
3.5,0.078899999999999998,-0.99820606892565567,1.4601999999999999,0.0011471495687536569,0.065057027634263326,0.0084549390327548594
3.6000000000000001,0.079299999999999995,-0.99180625242139775,1.4605968737893011,-0.0039999999999999723,0.057015166185856399,0.01
3.7000000000000002,0.078100000000000003,-0.98680303568848438,1.4621999999999999,-0.011499999999999972,0.048470659549370534,0.01651563105349417
3.8000000000000003,0.076999999999999999,-0.98211212051152363,1.4639,-0.010969677046456228,0.050045501395965489,0.016909031139369354
3.9000000000000004,0.075906064590708755,-0.97679393540929127,1.4655818062278738,-0.012818148977675071,0.054530294053897824,0.011969691496278594
4,0.074436370204464988,-0.97120606170074408,1.4662939382992557,-0.015499994966258743,0.05687869308460098,0.0021212968479156196
4.1000000000000005,0.072806065597457004,-0.96541819679237106,1.4660060655974569,-0.0091818510223249435,0.059967784289743309,-0.0019696914962785677
4.2000000000000002,0.072599999999999998,-0.95921250484279541,1.4659,-0.0077424369389505615,0.059590983961855463,-0.00065153310252253022
4.2999999999999998,0.071257578209666897,-0.95350000000000001,1.4658757589769524,-0.0083676297335204888,0.055930153947497625,-0.003999999999999556
4.4000000000000004,0.070926474053295899,-0.94802647405329588,1.4651000000000001,0.00071210895166554035,0.059941164095371702,-0.0053787948847616677
4.5,0.071400000000000005,-0.94151176718092566,1.4648000000000001,0.0053676297335204749,0.062014622562952482,-0.0059116892223554044
4.6000000000000005,0.071999999999999995,-0.93562354954070537,1.463917662155529,0.0065606314572645647,0.058558835904628466,-0.0070909471858970835
4.7000000000000002,0.072712126291452919,-0.92979999999999996,1.4633818105628207,0.0049696987211907779,0.058557145145908214,-0.0010883107776449288
4.8000000000000007,0.072993939744238151,-0.92391212051152372,1.4637,0.00043936854273542121,0.057437460885114096,0.0045909471858962504
4.9000000000000004,0.072800000000000004,-0.91831250782297713,1.4642999999999999,-0.0054696987211907463,0.060469677046455998,0.0024999999999997333
5,0.071900000000000006,-0.91181818510223256,1.4641999999999999,-0.0090000000000000115,0.064943227207445955,-0.00099999999999989334
