t,x_ref,y_ref,yaw_ref,v_ref,w_left,w_right
3,-0.16977360000000002,604.15200479999999,-1.8945220479232052,6.4495680000000002,1.8500000000000001,1.8500000000000001
3.1000000000000001,-0.38709600000000005,603.5043048,-1.7406552849651178,7.4340720000000005,1.8500000000000001,1.8500000000000001
3.2000000000000002,-0.51297840000000006,602.77034640000011,-1.8223097206349981,8.1168239999999994,1.8500000000000001,1.8500000000000001
3.3000000000000003,-0.72694800000000115,601.93763280000007,-1.8860257233504767,8.3850480000000012,1.8500000000000001,1.8500000000000001
3.4000000000000004,-0.99273360000000166,601.12259759999995,-1.9907238537793952,8.3362800000000004,1.8500000000000001,1.8500000000000001
3.5,-1.3335000000000001,600.35937840000008,-1.9652947235945235,8.1716879999999996,1.8500000000000001,1.8500000000000001
3.6000000000000001,-1.641348,599.61993360000008,-1.9553504022957018,8.022336000000001,1.8500000000000001,1.8500000000000001
3.7000000000000002,-1.9403568,598.88109840000004,-1.9381929521878893,7.8882240000000001,1.8500000000000001,1.8500000000000001
3.8000000000000003,-2.2226016000000013,598.1477496,-1.9393223275729414,7.717536,1.8500000000000001,1.8500000000000001
3.9000000000000004,-2.4966168000000017,597.43817520000005,-1.9479647253094838,7.5285599999999997,1.8500000000000001,1.8500000000000001
4,-2.7651455999999999,596.76030000000003,-1.9628350727938442,7.4218800000000007,1.8500000000000001,1.8500000000000001
4.1000000000000005,-3.0483048000000017,596.0754144,-1.8255859958755063,7.5377040000000042,1.8500000000000001,1.8500000000000001
4.2000000000000002,-3.2458152,595.31707200000005,-1.7281265078493011,7.9583279999999998,1.8500000000000001,1.8500000000000001
4.2999999999999998,-3.3753552,594.50051280000002,-1.6352682528995655,8.5740239999999996,1.8500000000000001,1.8500000000000001
4.4000000000000004,-3.4314383999999998,593.6318328000001,-1.5482030999182093,9.0342720000000014,1.8500000000000001,1.8500000000000001
4.5,-3.4097976000000001,592.6741512000001,-1.4544193280036073,9.076944000000001,1.8500000000000001,1.8500000000000001
4.6000000000000005,-3.3052511999999994,591.77986800000008,-1.515929907744779,8.7538559999999972,1.8500000000000001,1.8500000000000001
4.7000000000000002,-3.2583120000000001,590.92520880000006,-1.5560858123142696,8.39724,1.8500000000000001,1.8500000000000001
4.8000000000000007,-3.2467296000000001,590.13791040000001,-1.5767113587143315,8.4277200000000043,1.8500000000000001,1.8500000000000001
4.9000000000000004,-3.2519112000000003,589.26191519999998,-1.547796768232564,8.9275920000000006,1.8500000000000001,1.8500000000000001
5,-3.2305752000000001,588.33440880000001,-1.547796768232564,9.6316800000000011,1.8500000000000001,1.8500000000000001
